institution_id,name,survey_year,designation,sanctioned_strength,in_position_direct,in_position_cas,no_of_phd_teachers
220,"Indian Institute of Science, Bangalore",2015,Associate Professor,NA,0,140,NA
220,"Indian Institute of Science, Bangalore",2015,Assistant Professor,NA,146,0,NA
220,"Indian Institute of Science, Bangalore",2015,Lecturer,NA,7,0,NA
220,"Indian Institute of Science, Bangalore",2015,Director,NA,0,1,NA
220,"Indian Institute of Science, Bangalore",2015,ALL,0,153,357,0
493,"National Institute of Technology, Agartala",2015,Associate Professor,63,24,0,23
493,"National Institute of Technology, Agartala",2015,Assistant Professor,125,80,0,35
493,"National Institute of Technology, Agartala",2015,Professor & Equivalent,31,3,0,3
493,"National Institute of Technology, Agartala",2015,ALL,219,107,0,61
312,"Maharashtra Animal & Fishery Sciences University, Nagpur",2015,Vice-Chancellor,NA,1,0,NA
312,"Maharashtra Animal & Fishery Sciences University, Nagpur",2015,Director,NA,2,0,NA
312,"Maharashtra Animal & Fishery Sciences University, Nagpur",2015,Principal,NA,0,0,NA
312,"Maharashtra Animal & Fishery Sciences University, Nagpur",2015,ALL,0,3,0,0
680,TAMIL NADU NATIONAL LAW SCHOOL,2015,Associate Professor,2,2,0,2
680,TAMIL NADU NATIONAL LAW SCHOOL,2015,Assistant Professor,7,7,0,3
680,TAMIL NADU NATIONAL LAW SCHOOL,2015,ALL,9,9,0,5
366,"Utkal University, Bhubaneswar",2015,Vice-Chancellor,NA,1,0,1
366,"Utkal University, Bhubaneswar",2015,Reader,NA,31,13,44
366,"Utkal University, Bhubaneswar",2015,Professor & Equivalent,NA,14,24,38
366,"Utkal University, Bhubaneswar",2015,Lecturer (Senior Scale),NA,2,2,3
366,"Utkal University, Bhubaneswar",2015,Lecturer,NA,38,0,35
366,"Utkal University, Bhubaneswar",2015,ALL,0,86,39,121
39,"Sri Venkateswara Veterinary University, Tirupathi",2015,Principal,5,5,0,5
39,"Sri Venkateswara Veterinary University, Tirupathi",2015,Professor & Equivalent,71,44,20,64
39,"Sri Venkateswara Veterinary University, Tirupathi",2015,Assistant Professor,254,173,0,85
39,"Sri Venkateswara Veterinary University, Tirupathi",2015,Associate Professor,108,29,10,39
39,"Sri Venkateswara Veterinary University, Tirupathi",2015,Vice-Chancellor,1,0,0,0
39,"Sri Venkateswara Veterinary University, Tirupathi",2015,Contract Teacher,0,41,0,5
39,"Sri Venkateswara Veterinary University, Tirupathi",2015,ALL,439,292,30,198
486,"Tamilnadu Physical Education and Sports University, Chennai",2015,Vice-Chancellor,1,1,0,NA
486,"Tamilnadu Physical Education and Sports University, Chennai",2015,Professor & Equivalent,8,5,0,NA
486,"Tamilnadu Physical Education and Sports University, Chennai",2015,Associate Professor,8,4,0,NA
486,"Tamilnadu Physical Education and Sports University, Chennai",2015,Assistant Professor,20,13,0,NA
486,"Tamilnadu Physical Education and Sports University, Chennai",2015,ALL,37,23,0,22
32,"Satavahana University, Karimnagar",2015,Professor & Equivalent,10,1,1,2
32,"Satavahana University, Karimnagar",2015,Assistant Professor,37,21,0,21
32,"Satavahana University, Karimnagar",2015,Contract Teacher,50,48,0,18
32,"Satavahana University, Karimnagar",2015,Principal,3,3,0,3
32,"Satavahana University, Karimnagar",2015,ALL,100,73,1,44
260,"Kerala University, Thiruvananthapuram",2015,Professor & Equivalent,NA,6,27,33
260,"Kerala University, Thiruvananthapuram",2015,Assistant Professor,NA,96,0,85
260,"Kerala University, Thiruvananthapuram",2015,Contract Teacher,NA,154,0,18
260,"Kerala University, Thiruvananthapuram",2015,Associate Professor,NA,17,33,47
260,"Kerala University, Thiruvananthapuram",2015,Visiting Teacher,NA,42,0,10
260,"Kerala University, Thiruvananthapuram",2015,Vice-Chancellor,NA,1,0,1
260,"Kerala University, Thiruvananthapuram",2015,Pro-Vice-Chancellor,NA,1,0,1
260,"Kerala University, Thiruvananthapuram",2015,Ad hoc Teacher,NA,11,0,NA
260,"Kerala University, Thiruvananthapuram",2015,ALL,0,328,60,195
683,ASSAM DOWN TOWN UNIVERSITY,2015,Professor & Equivalent,NA,28,0,10
683,ASSAM DOWN TOWN UNIVERSITY,2015,Associate Professor,NA,30,0,6
683,ASSAM DOWN TOWN UNIVERSITY,2015,Assistant Professor,NA,280,0,8
683,ASSAM DOWN TOWN UNIVERSITY,2015,Pro-Vice-Chancellor,NA,1,0,1
683,ASSAM DOWN TOWN UNIVERSITY,2015,ALL,0,339,0,25
475,"Saveetha University, Chennai",2015,Vice-Chancellor,NA,1,0,NA
475,"Saveetha University, Chennai",2015,Director,NA,2,0,1
475,"Saveetha University, Chennai",2015,Professor & Equivalent,NA,1,0,1
475,"Saveetha University, Chennai",2015,Assistant Professor,NA,1,0,1
475,"Saveetha University, Chennai",2015,ALL,0,5,0,3
261,"Kerala Veterinary & Animal Science University, Wayanad",2015,Temporary Teacher,NA,14,0,NA
261,"Kerala Veterinary & Animal Science University, Wayanad",2015,Assistant Professor,NA,184,0,45
261,"Kerala Veterinary & Animal Science University, Wayanad",2015,Contract Teacher,NA,10,0,NA
261,"Kerala Veterinary & Animal Science University, Wayanad",2015,ALL,0,214,43,88
261,"Kerala Veterinary & Animal Science University, Wayanad",2015,Director,NA,1,0,NA
261,"Kerala Veterinary & Animal Science University, Wayanad",2015,Visiting Teacher,NA,5,0,NA
261,"Kerala Veterinary & Animal Science University, Wayanad",2015,Associate Professor,NA,0,8,8
261,"Kerala Veterinary & Animal Science University, Wayanad",2015,Professor & Equivalent,NA,0,35,35
299,"Dr. Babasaheb Ambedkar Technological University, Lonere",2015,Vice-Chancellor,1,1,0,1
299,"Dr. Babasaheb Ambedkar Technological University, Lonere",2015,Professor & Equivalent,11,4,2,6
299,"Dr. Babasaheb Ambedkar Technological University, Lonere",2015,Associate Professor,23,8,13,12
299,"Dr. Babasaheb Ambedkar Technological University, Lonere",2015,Assistant Professor,58,23,0,7
299,"Dr. Babasaheb Ambedkar Technological University, Lonere",2015,Ad hoc Teacher,NA,27,0,0
299,"Dr. Babasaheb Ambedkar Technological University, Lonere",2015,ALL,93,63,15,26
697,APG (ALAKH PRAKASH GOYAL) SHIMLA UNIVERSITY,2015,Vice-Chancellor,NA,1,0,1
697,APG (ALAKH PRAKASH GOYAL) SHIMLA UNIVERSITY,2015,Pro-Vice-Chancellor,NA,1,0,1
697,APG (ALAKH PRAKASH GOYAL) SHIMLA UNIVERSITY,2015,Professor & Equivalent,NA,17,0,8
697,APG (ALAKH PRAKASH GOYAL) SHIMLA UNIVERSITY,2015,Associate Professor,NA,34,0,11
697,APG (ALAKH PRAKASH GOYAL) SHIMLA UNIVERSITY,2015,Assistant Professor,NA,120,0,6
697,APG (ALAKH PRAKASH GOYAL) SHIMLA UNIVERSITY,2015,Director,NA,3,0,1
697,APG (ALAKH PRAKASH GOYAL) SHIMLA UNIVERSITY,2015,ALL,0,176,0,28
309,"International Institute for Population Sciences, Mumbai",2015,Director,1,1,0,1
309,"International Institute for Population Sciences, Mumbai",2015,Professor & Equivalent,8,5,10,15
309,"International Institute for Population Sciences, Mumbai",2015,Associate Professor,13,5,0,5
309,"International Institute for Population Sciences, Mumbai",2015,Assistant Professor,17,12,0,11
309,"International Institute for Population Sciences, Mumbai",2015,ALL,39,23,10,32
490,"Vellore Institute of Technology, Vellore",2015,Assistant Professor,NA,642,0,177
490,"Vellore Institute of Technology, Vellore",2015,ALL,0,1678,0,636
490,"Vellore Institute of Technology, Vellore",2015,Pro-Vice-Chancellor,NA,2,0,1
490,"Vellore Institute of Technology, Vellore",2015,Director,NA,16,0,15
490,"Vellore Institute of Technology, Vellore",2015,Professor & Equivalent,NA,167,0,157
490,"Vellore Institute of Technology, Vellore",2015,Associate Professor,NA,292,0,285
490,"Vellore Institute of Technology, Vellore",2015,Tutor,NA,558,0,0
490,"Vellore Institute of Technology, Vellore",2015,Vice-Chancellor,NA,1,0,1
290,"Indira Gandhi National Tribal University, Amarkantak",2015,Professor & Equivalent,25,8,0,8
290,"Indira Gandhi National Tribal University, Amarkantak",2015,Associate Professor,45,12,0,12
290,"Indira Gandhi National Tribal University, Amarkantak",2015,Assistant Professor,83,60,0,53
290,"Indira Gandhi National Tribal University, Amarkantak",2015,ALL,153,80,0,73
195,"University of Jammu, Jammu Tawi",2015,Associate Professor,0,6,30,29
195,"University of Jammu, Jammu Tawi",2015,Assistant Professor,0,104,0,69
195,"University of Jammu, Jammu Tawi",2015,Professor & Equivalent,0,27,67,94
195,"University of Jammu, Jammu Tawi",2015,Contract Teacher,0,106,0,0
195,"University of Jammu, Jammu Tawi",2015,ALL,0,243,97,192
382,"I K Gujral Punjab Technical University, Jalandhar",2015,Associate Professor,NA,19,0,NA
382,"I K Gujral Punjab Technical University, Jalandhar",2015,ALL,0,19,0,12
110,"National Institute of Fashion Technology, Hauz Khas",2015,Vice-Chancellor,NA,0,0,0
110,"National Institute of Fashion Technology, Hauz Khas",2015,Professor & Equivalent,NA,6,0,4
110,"National Institute of Fashion Technology, Hauz Khas",2015,Associate Professor,NA,6,0,1
110,"National Institute of Fashion Technology, Hauz Khas",2015,ALL,0,12,0,5
313,"Maharashtra University of Health Sciences, Nashik",2015,Associate Professor,NA,4,0,1
313,"Maharashtra University of Health Sciences, Nashik",2015,Professor & Equivalent,NA,2,0,0
313,"Maharashtra University of Health Sciences, Nashik",2015,Assistant Professor,NA,10,0,0
313,"Maharashtra University of Health Sciences, Nashik",2015,Pro-Vice-Chancellor,NA,1,0,0
313,"Maharashtra University of Health Sciences, Nashik",2015,Vice-Chancellor,NA,1,0,1
313,"Maharashtra University of Health Sciences, Nashik",2015,ALL,0,18,0,2
547,KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY,2015,Vice-Chancellor,NA,1,0,NA
547,KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY,2015,Assistant Professor,NA,19,0,15
547,KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY,2015,Professor & Equivalent,NA,4,0,4
547,KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY,2015,Associate Professor,NA,6,0,5
547,KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY,2015,Contract Teacher,NA,47,0,18
547,KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY,2015,ALL,0,77,0,42
757,"AMITY UNIVERSITY, RAIPUR",2015,Assistant Professor,14,14,0,2
757,"AMITY UNIVERSITY, RAIPUR",2015,Lecturer,0,1,0,0
757,"AMITY UNIVERSITY, RAIPUR",2015,Associate Professor,6,6,0,4
757,"AMITY UNIVERSITY, RAIPUR",2015,Visiting Teacher,4,5,0,0
757,"AMITY UNIVERSITY, RAIPUR",2015,Professor & Equivalent,2,2,0,2
757,"AMITY UNIVERSITY, RAIPUR",2015,Vice-Chancellor,1,1,0,1
757,"AMITY UNIVERSITY, RAIPUR",2015,ALL,27,29,0,9
628,"William Carey University, Shillong",2015,Assistant Professor,10,0,10,NA
628,"William Carey University, Shillong",2015,ALL,10,0,10,5
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Principal,NA,4,0,1
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Professor & Equivalent,NA,88,0,5
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Associate Professor,NA,52,0,2
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Assistant Professor,NA,103,0,1
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Tutor,NA,50,0,1
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Demonstrator,NA,25,0,NA
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Reader,NA,18,0,NA
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Lecturer (Senior Scale),NA,19,0,NA
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Lecturer,NA,2,0,NA
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,Director,NA,2,0,1
322,"Pravara Institute of Medical Sciences, Ahmednagar",2015,ALL,0,363,0,11
630,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES,2015,Vice-Chancellor,0,0,0,0
630,KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES,2015,ALL,0,0,0,0
555,"Graphic Era University, Dehradun",2015,Professor & Equivalent,63,52,0,41
555,"Graphic Era University, Dehradun",2015,Associate Professor,112,55,0,28
555,"Graphic Era University, Dehradun",2015,Assistant Professor,282,218,0,29
555,"Graphic Era University, Dehradun",2015,Vice-Chancellor,1,1,0,1
555,"Graphic Era University, Dehradun",2015,ALL,458,326,0,99
787,COOCH BEHAR PANCHANAN BARMA UNIVERSITY,2015,Vice-Chancellor,NA,1,0,1
787,COOCH BEHAR PANCHANAN BARMA UNIVERSITY,2015,Professor & Equivalent,NA,2,0,2
787,COOCH BEHAR PANCHANAN BARMA UNIVERSITY,2015,Associate Professor,NA,3,0,3
787,COOCH BEHAR PANCHANAN BARMA UNIVERSITY,2015,Assistant Professor,NA,6,0,2
787,COOCH BEHAR PANCHANAN BARMA UNIVERSITY,2015,Part-Time Teacher,NA,60,0,10
787,COOCH BEHAR PANCHANAN BARMA UNIVERSITY,2015,ALL,0,72,0,18
780,MOTHERHOOD UNIVERSITY,2015,Assistant Professor,60,55,0,NA
780,MOTHERHOOD UNIVERSITY,2015,Associate Professor,20,14,0,4
780,MOTHERHOOD UNIVERSITY,2015,Lecturer,25,22,0,NA
780,MOTHERHOOD UNIVERSITY,2015,Professor & Equivalent,15,12,0,12
780,MOTHERHOOD UNIVERSITY,2015,Principal,1,1,0,NA
780,MOTHERHOOD UNIVERSITY,2015,ALL,121,104,0,16
92,"National Institute of Technology, Raipur",2015,Director,1,1,0,1
92,"National Institute of Technology, Raipur",2015,Assistant Professor,152,126,0,92
92,"National Institute of Technology, Raipur",2015,Professor & Equivalent,38,20,1,21
92,"National Institute of Technology, Raipur",2015,Associate Professor,76,15,1,4
92,"National Institute of Technology, Raipur",2015,ALL,267,162,2,118
78,"Panjab University,Chandigarh",2015,ALL,1548,645,243,573
78,"Panjab University,Chandigarh",2015,Principal,1,0,0,0
78,"Panjab University,Chandigarh",2015,Temporary Teacher,0,106,0,5
78,"Panjab University,Chandigarh",2015,Assistant Professor,813,453,0,284
78,"Panjab University,Chandigarh",2015,Part-Time Teacher,30,23,0,1
78,"Panjab University,Chandigarh",2015,Reader,0,0,1,0
78,"Panjab University,Chandigarh",2015,Associate Professor,316,27,47,59
78,"Panjab University,Chandigarh",2015,Contract Teacher,0,6,0,1
78,"Panjab University,Chandigarh",2015,Professor & Equivalent,385,28,195,222
78,"Panjab University,Chandigarh",2015,Director,3,2,0,1
172,"National Institute of Technology, Kurukshetra",2015,Director,NA,1,0,NA
172,"National Institute of Technology, Kurukshetra",2015,Professor & Equivalent,NA,9,52,NA
172,"National Institute of Technology, Kurukshetra",2015,Associate Professor,NA,3,25,NA
172,"National Institute of Technology, Kurukshetra",2015,Assistant Professor,NA,88,0,NA
172,"National Institute of Technology, Kurukshetra",2015,ALL,0,101,77,0
661,SWAMI VIVEKANANDA UNIVERSITY,2015,Vice-Chancellor,NA,1,0,NA
661,SWAMI VIVEKANANDA UNIVERSITY,2015,Assistant Professor,NA,229,0,NA
661,SWAMI VIVEKANANDA UNIVERSITY,2015,Pro-Vice-Chancellor,NA,1,0,NA
661,SWAMI VIVEKANANDA UNIVERSITY,2015,Associate Professor,NA,44,0,NA
661,SWAMI VIVEKANANDA UNIVERSITY,2015,Professor & Equivalent,NA,41,0,NA
661,SWAMI VIVEKANANDA UNIVERSITY,2015,ALL,0,316,0,0
695,"INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN",2015,Vice-Chancellor,NA,1,0,NA
695,"INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN",2015,Assistant Professor,NA,22,0,NA
695,"INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN",2015,Associate Professor,NA,2,0,NA
695,"INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN",2015,ALL,0,25,0,0
618,National Institute of Technology Nagaland,2015,Director,NA,1,0,1
618,National Institute of Technology Nagaland,2015,Assistant Professor,NA,30,0,12
618,National Institute of Technology Nagaland,2015,ALL,0,31,0,13
694,"CAREER POINT UNIVERSITY, HAMIRPUR",2015,Vice-Chancellor,1,1,0,1
694,"CAREER POINT UNIVERSITY, HAMIRPUR",2015,Professor & Equivalent,10,10,0,10
694,"CAREER POINT UNIVERSITY, HAMIRPUR",2015,Associate Professor,20,6,0,6
694,"CAREER POINT UNIVERSITY, HAMIRPUR",2015,Assistant Professor,40,37,0,9
694,"CAREER POINT UNIVERSITY, HAMIRPUR",2015,ALL,71,54,0,26
115,"Rashtriya Sanskrit Sansthan, New Delhi",2015,Vice-Chancellor,NA,1,0,1
115,"Rashtriya Sanskrit Sansthan, New Delhi",2015,Professor & Equivalent,NA,1,3,4
115,"Rashtriya Sanskrit Sansthan, New Delhi",2015,Assistant Professor,NA,12,0,12
115,"Rashtriya Sanskrit Sansthan, New Delhi",2015,ALL,0,14,3,17
736,ADESH UNIVERSITY,2015,Vice-Chancellor,NA,1,0,NA
736,ADESH UNIVERSITY,2015,Professor & Equivalent,NA,58,0,NA
736,ADESH UNIVERSITY,2015,Associate Professor,NA,35,0,NA
736,ADESH UNIVERSITY,2015,Assistant Professor,NA,67,0,NA
736,ADESH UNIVERSITY,2015,Lecturer,NA,28,0,NA
736,ADESH UNIVERSITY,2015,Lecturer (Senior Scale),NA,30,0,NA
736,ADESH UNIVERSITY,2015,Principal,NA,7,0,NA
736,ADESH UNIVERSITY,2015,Reader,NA,18,0,NA
736,ADESH UNIVERSITY,2015,Tutor,NA,22,0,NA
736,ADESH UNIVERSITY,2015,Demonstrator,NA,39,0,NA
736,ADESH UNIVERSITY,2015,ALL,0,305,0,0
12,"ICFAI Foundation for Higher Education, Hyderabad",2015,Vice-Chancellor,1,1,0,1
12,"ICFAI Foundation for Higher Education, Hyderabad",2015,Director,3,3,0,2
12,"ICFAI Foundation for Higher Education, Hyderabad",2015,Associate Professor,36,36,0,24
12,"ICFAI Foundation for Higher Education, Hyderabad",2015,Assistant Professor,134,134,0,81
12,"ICFAI Foundation for Higher Education, Hyderabad",2015,Lecturer,14,14,0,0
12,"ICFAI Foundation for Higher Education, Hyderabad",2015,Professor & Equivalent,16,16,0,16
12,"ICFAI Foundation for Higher Education, Hyderabad",2015,ALL,204,204,0,124
14,"International Institute of Information Technology, Hyderabad",2015,Lecturer (Selection Grade),12,12,0,1
14,"International Institute of Information Technology, Hyderabad",2015,Associate Professor,14,14,0,13
14,"International Institute of Information Technology, Hyderabad",2015,Professor & Equivalent,23,23,0,22
14,"International Institute of Information Technology, Hyderabad",2015,Director,1,1,0,1
14,"International Institute of Information Technology, Hyderabad",2015,ALL,86,86,0,72
14,"International Institute of Information Technology, Hyderabad",2015,Assistant Professor,36,36,0,35
784,PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY,2015,Assistant Professor,NA,105,0,62
784,PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY,2015,Associate Professor,NA,6,27,33
784,PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY,2015,Professor & Equivalent,NA,8,54,61
784,PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY,2015,Vice-Chancellor,NA,1,0,NA
784,PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY,2015,ALL,0,120,81,156
73,"Nava Nalanda Mahavihara, Nalanda",2015,Director,NA,1,0,1
73,"Nava Nalanda Mahavihara, Nalanda",2015,Associate Professor,NA,0,7,7
73,"Nava Nalanda Mahavihara, Nalanda",2015,Reader,NA,0,1,1
73,"Nava Nalanda Mahavihara, Nalanda",2015,Assistant Professor,NA,6,0,6
73,"Nava Nalanda Mahavihara, Nalanda",2015,Professor & Equivalent,NA,2,0,2
73,"Nava Nalanda Mahavihara, Nalanda",2015,Contract Teacher,NA,5,0,5
73,"Nava Nalanda Mahavihara, Nalanda",2015,ALL,0,14,8,22
642,SHIV NADAR UNIVERSITY,2015,Contract Teacher,NA,2,0,2
642,SHIV NADAR UNIVERSITY,2015,Director,NA,4,0,4
642,SHIV NADAR UNIVERSITY,2015,Associate Professor,NA,25,0,21
642,SHIV NADAR UNIVERSITY,2015,Temporary Teacher,NA,3,0,3
642,SHIV NADAR UNIVERSITY,2015,Visiting Teacher,NA,22,0,7
642,SHIV NADAR UNIVERSITY,2015,Assistant Professor,NA,101,0,82
642,SHIV NADAR UNIVERSITY,2015,Additional Professor,NA,1,0,NA
642,SHIV NADAR UNIVERSITY,2015,Professor & Equivalent,NA,24,0,24
642,SHIV NADAR UNIVERSITY,2015,Vice-Chancellor,NA,1,0,1
642,SHIV NADAR UNIVERSITY,2015,ALL,0,183,0,144
60,"Bihar Agriculture University, Sabour",2015,Associate Professor,NA,0,0,NA
60,"Bihar Agriculture University, Sabour",2015,Assistant Professor,NA,30,0,20
60,"Bihar Agriculture University, Sabour",2015,Professor & Equivalent,NA,0,0,NA
60,"Bihar Agriculture University, Sabour",2015,ALL,0,30,0,20
679,"SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE",2015,Vice-Chancellor,1,1,0,0
679,"SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE",2015,Pro-Vice-Chancellor,1,1,0,0
679,"SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE",2015,Assistant Professor,15,15,0,9
679,"SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE",2015,ALL,17,17,0,9
401,"Jaipur National University, Jaipur",2015,Director,NA,1,0,NA
401,"Jaipur National University, Jaipur",2015,Professor & Equivalent,NA,23,0,NA
401,"Jaipur National University, Jaipur",2015,Associate Professor,NA,31,0,NA
401,"Jaipur National University, Jaipur",2015,Assistant Professor,NA,262,0,NA
401,"Jaipur National University, Jaipur",2015,Tutor,NA,4,0,NA
401,"Jaipur National University, Jaipur",2015,Vice-Chancellor,NA,1,0,NA
401,"Jaipur National University, Jaipur",2015,Pro-Vice-Chancellor,NA,1,0,NA
401,"Jaipur National University, Jaipur",2015,ALL,0,323,0,0
112,National Museum Institute of Hisotry of Art Conservation and Musicology,2015,Professor & Equivalent,NA,1,0,NA
112,National Museum Institute of Hisotry of Art Conservation and Musicology,2015,Assistant Professor,NA,3,0,NA
112,National Museum Institute of Hisotry of Art Conservation and Musicology,2015,Temporary Teacher,NA,0,0,NA
112,National Museum Institute of Hisotry of Art Conservation and Musicology,2015,ALL,0,4,0,0
539,"Santosh University, Ghaziabad",2015,Vice-Chancellor,NA,0,1,0
539,"Santosh University, Ghaziabad",2015,Associate Professor,NA,24,0,2
539,"Santosh University, Ghaziabad",2015,Lecturer,NA,46,0,0
539,"Santosh University, Ghaziabad",2015,Professor & Equivalent,NA,57,0,4
539,"Santosh University, Ghaziabad",2015,Reader,NA,20,0,0
539,"Santosh University, Ghaziabad",2015,Assistant Professor,NA,34,0,0
539,"Santosh University, Ghaziabad",2015,ALL,0,181,1,6
717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",2015,Vice-Chancellor,1,1,0,NA
717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",2015,ALL,1,1,0,0
217,"Christ University, Bangalore",2015,Vice-Chancellor,NA,1,0,NA
217,"Christ University, Bangalore",2015,ALL,0,566,0,215
217,"Christ University, Bangalore",2015,Assistant Professor,NA,331,0,NA
217,"Christ University, Bangalore",2015,Associate Professor,NA,155,0,NA
217,"Christ University, Bangalore",2015,Pro-Vice-Chancellor,NA,1,0,NA
217,"Christ University, Bangalore",2015,Demonstrator,NA,3,0,NA
217,"Christ University, Bangalore",2015,Professor & Equivalent,NA,75,0,NA
518,"Indian Veterinary Research Institute, Izatnagar",2015,Professor & Equivalent,NA,124,0,116
518,"Indian Veterinary Research Institute, Izatnagar",2015,Associate Professor,NA,57,0,57
518,"Indian Veterinary Research Institute, Izatnagar",2015,Assistant Professor,NA,29,0,25
518,"Indian Veterinary Research Institute, Izatnagar",2015,Director,NA,1,0,1
518,"Indian Veterinary Research Institute, Izatnagar",2015,ALL,0,211,0,199
723,"CMR UNIVERSITY, BANGALORE",2015,Professor & Equivalent,NA,12,0,9
723,"CMR UNIVERSITY, BANGALORE",2015,Associate Professor,NA,5,0,3
723,"CMR UNIVERSITY, BANGALORE",2015,Assistant Professor,NA,23,0,3
723,"CMR UNIVERSITY, BANGALORE",2015,Visiting Teacher,NA,3,0,0
723,"CMR UNIVERSITY, BANGALORE",2015,Vice-Chancellor,NA,1,0,0
723,"CMR UNIVERSITY, BANGALORE",2015,ALL,0,44,0,15
87,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",2015,Vice-Chancellor,1,1,0,1
87,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",2015,Director,3,3,0,3
87,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",2015,Professor & Equivalent,13,0,8,8
87,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",2015,Associate Professor,52,0,40,40
87,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",2015,Assistant Professor,111,94,0,60
87,"Indira Gandhi Krishi Vishwavidyalaya, Raipur",2015,ALL,180,98,48,112
15,"Jawaharlal Nehru Technological University, Kakinada",2015,Vice-Chancellor,NA,1,0,NA
15,"Jawaharlal Nehru Technological University, Kakinada",2015,Professor & Equivalent,NA,49,1,NA
15,"Jawaharlal Nehru Technological University, Kakinada",2015,Contract Teacher,NA,82,0,NA
15,"Jawaharlal Nehru Technological University, Kakinada",2015,Assistant Professor,NA,77,0,NA
15,"Jawaharlal Nehru Technological University, Kakinada",2015,Associate Professor,NA,24,0,NA
15,"Jawaharlal Nehru Technological University, Kakinada",2015,Lecturer,NA,29,0,NA
15,"Jawaharlal Nehru Technological University, Kakinada",2015,ALL,0,262,1,0
548,"University of Allahabad, Allahabad",2015,Director,NA,0,0,0
548,"University of Allahabad, Allahabad",2015,Professor & Equivalent,NA,13,129,139
548,"University of Allahabad, Allahabad",2015,Associate Professor,NA,0,83,75
548,"University of Allahabad, Allahabad",2015,Assistant Professor,NA,95,0,79
548,"University of Allahabad, Allahabad",2015,Reader,NA,0,2,2
548,"University of Allahabad, Allahabad",2015,Contract Teacher,NA,32,0,3
548,"University of Allahabad, Allahabad",2015,Vice-Chancellor,NA,0,0,NA
548,"University of Allahabad, Allahabad",2015,ALL,0,140,214,298
99,Guru Gobind Singh Indraprastha University,2015,Vice-Chancellor,1,1,0,NA
99,Guru Gobind Singh Indraprastha University,2015,Pro-Vice-Chancellor,1,1,0,NA
99,Guru Gobind Singh Indraprastha University,2015,Director,6,6,0,NA
99,Guru Gobind Singh Indraprastha University,2015,Professor & Equivalent,57,31,22,51
99,Guru Gobind Singh Indraprastha University,2015,Associate Professor,90,32,0,25
99,Guru Gobind Singh Indraprastha University,2015,Assistant Professor,171,74,66,55
99,Guru Gobind Singh Indraprastha University,2015,ALL,326,145,88,131
616,National Institute of Technology Uttarakhand,2015,Assistant Professor,33,56,0,16
616,National Institute of Technology Uttarakhand,2015,Director,1,1,0,1
616,National Institute of Technology Uttarakhand,2015,Professor & Equivalent,8,0,0,NA
616,National Institute of Technology Uttarakhand,2015,Associate Professor,16,0,0,NA
616,National Institute of Technology Uttarakhand,2015,ALL,58,57,0,17
